"from","to","sessionid","state","year","upper"
"Marion O'Neill","Ben Lien","MNL16","MN","16","L"
"Steve Drazkowski","Paul Rosenthal","MNL16","MN","16","L"
"Bud Nornes","Connie Bernardy","MNL16","MN","16","L"
"Sheldon Johnson","Yvonne Selcer","MNL16","MN","16","L"
"Jean Wagenius","Linda Slocum","MNL16","MN","16","L"
"Bob Dettmer","Jim Knoblach","MNL16","MN","16","L"
"Paul Thissen","Ron Erhardt","MNL16","MN","16","L"
"Raymond Dehn","Sheldon Johnson","MNL16","MN","16","L"
"Cheryl Youakim","Jason Isaacson","MNL16","MN","16","L"
"Bob Vogel","Kathy Lohmer","MNL16","MN","16","L"
"Dennis Smith","Bob Vogel","MNL16","MN","16","L"
"Dave Baker","Dean Urdahl","MNL16","MN","16","L"
"Ron Erhardt","Linda Slocum","MNL16","MN","16","L"
"Phyllis Kahn","JoAnn Ward","MNL16","MN","16","L"
"Diane Loeffler","Linda Slocum","MNL16","MN","16","L"
"Nick Zerwas","Rod Hamilton","MNL16","MN","16","L"
"Steve Drazkowski","Kelly Fenton","MNL16","MN","16","L"
"Karen Clark","Tina Liebling","MNL16","MN","16","L"
"Clark Johnson","Sandra Masin","MNL16","MN","16","L"
"JoAnn Ward","Jerry Newton","MNL16","MN","16","L"
"Jerry Newton","Erik Simonson","MNL16","MN","16","L"
"Nick Zerwas","Dennis McNamara","MNL16","MN","16","L"
"Paul Thissen","Jeanne Poppe","MNL16","MN","16","L"
"Karen Clark","Dennis Smith","MNL16","MN","16","L"
"Rick Hansen","Sheldon Johnson","MNL16","MN","16","L"
"Joe Mullery","Peter Fischer","MNL16","MN","16","L"
"Rod Hamilton","Jerry Newton","MNL16","MN","16","L"
"Raymond Dehn","Cindy Pugh","MNL16","MN","16","L"
"Jenifer Loon","Sarah Anderson","MNL16","MN","16","L"
"Jon Applebaum","Peggy Flanagan","MNL16","MN","16","L"
"Jerry Newton","Brian Daniels","MNL16","MN","16","L"
"Tama Theis","Rod Hamilton","MNL16","MN","16","L"
"Rena Moran","Anna Wills","MNL16","MN","16","L"
"Ben Lien","Linda Slocum","MNL16","MN","16","L"
"John Persell","Linda Slocum","MNL16","MN","16","L"
"Alice Hausman","Ann Lenczewski","MNL16","MN","16","L"
"Jerry Newton","Bud Nornes","MNL16","MN","16","L"
"Gregory Davids","Bud Nornes","MNL16","MN","16","L"
"Ron Erhardt","Carlos Mariani","MNL16","MN","16","L"
"Roz Peterson","Brian Daniels","MNL16","MN","16","L"
"Kathy Lohmer","Sondra Erickson","MNL16","MN","16","L"
"JoAnn Ward","Ryan Winkler","MNL16","MN","16","L"
"Rob Ecklund","Dan Schoen","MNL16","MN","16","L"
"Dan Fabian","David Dill","MNL16","MN","16","L"
"Joshua Heintzeman","Tim Miller","MNL16","MN","16","L"
"Rob Ecklund","Tony Albright","MNL16","MN","16","L"
"Karen Clark","Dan Schoen","MNL16","MN","16","L"
"John Persell","Leon Lillie","MNL16","MN","16","L"
"Dennis McNamara","Debra Kiel","MNL16","MN","16","L"
"JoAnn Ward","Susan Allen","MNL16","MN","16","L"
"John Petersburg","Tony Albright","MNL16","MN","16","L"
"Jennifer Schultz","Mike Freiberg","MNL16","MN","16","L"
"Bob Dettmer","Bob Vogel","MNL16","MN","16","L"
"Tony Albright","Peter Fischer","MNL16","MN","16","L"
"Tama Theis","Chad Anderson","MNL16","MN","16","L"
"Dave Baker","Chad Anderson","MNL16","MN","16","L"
"Jason Metsa","Rob Ecklund","MNL16","MN","16","L"
"Jason Isaacson","Drew Christensen","MNL16","MN","16","L"
"Rob Ecklund","Linda Slocum","MNL16","MN","16","L"
"Brian Johnson","Linda Slocum","MNL16","MN","16","L"
"Peggy Scott","Linda Slocum","MNL16","MN","16","L"
"Tim Sanders","Linda Slocum","MNL16","MN","16","L"
"Tony Cornish","John Petersburg","MNL16","MN","16","L"
"Abigail Whelan","John Petersburg","MNL16","MN","16","L"
"Ben Lien","Erik Simonson","MNL16","MN","16","L"
"Gregory Davids","Chris Swedzinski","MNL16","MN","16","L"
"Chris Swedzinski","Brian Johnson","MNL16","MN","16","L"
"Barb Yarusso","Jack Considine","MNL16","MN","16","L"
"Phyllis Kahn","Jack Considine","MNL16","MN","16","L"
"Rob Ecklund","Mike Sundin","MNL16","MN","16","L"
"John Petersburg","Mike Sundin","MNL16","MN","16","L"
"Brian Johnson","Mike Sundin","MNL16","MN","16","L"
"Paul Thissen","Frank Hornstein","MNL16","MN","16","L"
"Joe Mullery","Frank Hornstein","MNL16","MN","16","L"
"Mike Nelson","Paul Thissen","MNL16","MN","16","L"
"Linda Slocum","Rick Hansen","MNL16","MN","16","L"
"Dan Schoen","Jennifer Schultz","MNL16","MN","16","L"
"Joe Atkins","Jennifer Schultz","MNL16","MN","16","L"
"Tony Cornish","Raymond Dehn","MNL16","MN","16","L"
"Dave Pinto","Raymond Dehn","MNL16","MN","16","L"
"Rob Ecklund","Rena Moran","MNL16","MN","16","L"
"Dave Pinto","Rena Moran","MNL16","MN","16","L"
"Rod Hamilton","Rena Moran","MNL16","MN","16","L"
"Jason Rarick","Jon Koznick","MNL16","MN","16","L"
"Debra Hilstrom","Jon Applebaum","MNL16","MN","16","L"
"Dennis Smith","Jon Applebaum","MNL16","MN","16","L"
"Ann Lenczewski","David Bly","MNL16","MN","16","L"
"Yvonne Selcer","David Bly","MNL16","MN","16","L"
"Dean Urdahl","David Bly","MNL16","MN","16","L"
"Tony Cornish","Dave Pinto","MNL16","MN","16","L"
"Rick Hansen","Ann Lenczewski","MNL16","MN","16","L"
"Jeanne Poppe","Ann Lenczewski","MNL16","MN","16","L"
"Nels Pierson","Alice Hausman","MNL16","MN","16","L"
"Jim Knoblach","Alice Hausman","MNL16","MN","16","L"
"Dan Schoen","Alice Hausman","MNL16","MN","16","L"
"Tony Cornish","Paul Anderson","MNL16","MN","16","L"
"Barb Yarusso","Jeanne Poppe","MNL16","MN","16","L"
"Peggy Bennett","Jeanne Poppe","MNL16","MN","16","L"
"Tony Cornish","Clark Johnson","MNL16","MN","16","L"
"Sandra Masin","Clark Johnson","MNL16","MN","16","L"
"Jim Knoblach","Bud Nornes","MNL16","MN","16","L"
"Gene Pelowski","Bud Nornes","MNL16","MN","16","L"
"Sarah Anderson","Bud Nornes","MNL16","MN","16","L"
"Ben Lien","Steve Drazkowski","MNL16","MN","16","L"
"Roz Peterson","Steve Drazkowski","MNL16","MN","16","L"
"Joe Atkins","Jerry Hertaus","MNL16","MN","16","L"
"Tony Cornish","Barb Yarusso","MNL16","MN","16","L"
"Debra Hilstrom","Barb Yarusso","MNL16","MN","16","L"
"Marion O'Neill","Barb Yarusso","MNL16","MN","16","L"
"Rick Hansen","Barb Yarusso","MNL16","MN","16","L"
"Paul Marquart","Barb Yarusso","MNL16","MN","16","L"
"Peggy Flanagan","Barb Yarusso","MNL16","MN","16","L"
"Jason Isaacson","Barb Yarusso","MNL16","MN","16","L"
"Tina Liebling","Barb Yarusso","MNL16","MN","16","L"
"Joshua Heintzeman","Nels Pierson","MNL16","MN","16","L"
"Tim Mahoney","Dennis Smith","MNL16","MN","16","L"
"Tama Theis","Dennis Smith","MNL16","MN","16","L"
"Tim Mahoney","Carlos Mariani","MNL16","MN","16","L"
"Karen Clark","Carlos Mariani","MNL16","MN","16","L"
"Joe Mullery","Carlos Mariani","MNL16","MN","16","L"
"Ron Erhardt","Mike Freiberg","MNL16","MN","16","L"
"Roz Peterson","Mike Freiberg","MNL16","MN","16","L"
"Linda Slocum","Lyndon Carlson","MNL16","MN","16","L"
"Jason Metsa","Bob Barrett","MNL16","MN","16","L"
"Dennis McNamara","Joe Hoppe","MNL16","MN","16","L"
"JoAnn Ward","Tony Albright","MNL16","MN","16","L"
"Jon Koznick","Dan Schoen","MNL16","MN","16","L"
"Jeff Howe","Dan Schoen","MNL16","MN","16","L"
"Jim Newberger","Ben Lien","MNL16","MN","16","L"
"Carly Melin","Ben Lien","MNL16","MN","16","L"
"Jim Davnie","Ben Lien","MNL16","MN","16","L"
"Joe Hoppe","JoAnn Ward","MNL16","MN","16","L"
"Connie Bernardy","JoAnn Ward","MNL16","MN","16","L"
"Tim Mahoney","Brian Daniels","MNL16","MN","16","L"
"Erik Simonson","Ron Erhardt","MNL16","MN","16","L"
"Rick Hansen","Ron Erhardt","MNL16","MN","16","L"
"Joe Schomacker","Ron Erhardt","MNL16","MN","16","L"
"Steve Drazkowski","Abigail Whelan","MNL16","MN","16","L"
"Mark Anderson","Abigail Whelan","MNL16","MN","16","L"
"Kathy Lohmer","Abigail Whelan","MNL16","MN","16","L"
"Joe Atkins","Tim Mahoney","MNL16","MN","16","L"
"Tama Theis","Sheldon Johnson","MNL16","MN","16","L"
"Jeff Backer","Phyllis Kahn","MNL16","MN","16","L"
"Dennis Smith","Melissa Hortman","MNL16","MN","16","L"
"Dan Schoen","Melissa Hortman","MNL16","MN","16","L"
"Erik Simonson","Leon Lillie","MNL16","MN","16","L"
"Matthew Dean","Leon Lillie","MNL16","MN","16","L"
"Connie Bernardy","Leon Lillie","MNL16","MN","16","L"
"Roz Peterson","John Lesch","MNL16","MN","16","L"
"Anna Wills","Jason Isaacson","MNL16","MN","16","L"
"Matthew Dean","Tara Mack","MNL16","MN","16","L"
"Peggy Scott","Tara Mack","MNL16","MN","16","L"
"Duane Quam","Karen Clark","MNL16","MN","16","L"
"Susan Allen","Erin Murphy","MNL16","MN","16","L"
"Tony Albright","Mike Nelson","MNL16","MN","16","L"
"Laurie Halverson","Mike Nelson","MNL16","MN","16","L"
"Jeff Howe","Mike Nelson","MNL16","MN","16","L"
"Mark Uglem","Linda Runbeck","MNL16","MN","16","L"
"Peggy Bennett","Kelly Fenton","MNL16","MN","16","L"
"Diane Loeffler","Kelly Fenton","MNL16","MN","16","L"
"David Bly","Cheryl Youakim","MNL16","MN","16","L"
"Dean Urdahl","Cheryl Youakim","MNL16","MN","16","L"
"Roz Peterson","Cheryl Youakim","MNL16","MN","16","L"
"Steve Drazkowski","Carolyn Laine","MNL16","MN","16","L"
"Gregory Davids","Carolyn Laine","MNL16","MN","16","L"
"Erik Simonson","Nick Zerwas","MNL16","MN","16","L"
"Rena Moran","Nick Zerwas","MNL16","MN","16","L"
"Dan Schoen","Nick Zerwas","MNL16","MN","16","L"
"Rick Hansen","Matthew Dean","MNL16","MN","16","L"
"David Bly","Matthew Dean","MNL16","MN","16","L"
"Sarah Anderson","Kathy Lohmer","MNL16","MN","16","L"
"Yvonne Selcer","Jenifer Loon","MNL16","MN","16","L"
"Joe McDonald","Bob Loonan","MNL16","MN","16","L"
"Joe McDonald","Tom Anzelc","MNL16","MN","16","L"
"Joshua Heintzeman","Jim Newberger","MNL16","MN","16","L"
"Duane Quam","Jim Newberger","MNL16","MN","16","L"
"Phyllis Kahn","Carly Melin","MNL16","MN","16","L"
"Barb Yarusso","Tina Liebling","MNL16","MN","16","L"
"Dave Baker","Tina Liebling","MNL16","MN","16","L"
"Clark Johnson","Kim Norton","MNL16","MN","16","L"
"Tim Mahoney","Kim Norton","MNL16","MN","16","L"
"Rob Ecklund","Jim Davnie","MNL16","MN","16","L"
"Jon Applebaum","Jim Davnie","MNL16","MN","16","L"
"Dan Schoen","Jim Davnie","MNL16","MN","16","L"
"Anna Wills","Jim Davnie","MNL16","MN","16","L"
"Sarah Anderson","Jim Davnie","MNL16","MN","16","L"
"Tony Albright","Diane Loeffler","MNL16","MN","16","L"
"Tama Theis","Diane Loeffler","MNL16","MN","16","L"
"Roz Peterson","Yvonne Selcer","MNL16","MN","16","L"
"John Petersburg","Sandra Masin","MNL16","MN","16","L"
"David Hancock","Sandra Masin","MNL16","MN","16","L"
"Rob Ecklund","Peter Fischer","MNL16","MN","16","L"
"Ron Kresha","Peter Fischer","MNL16","MN","16","L"
"Joe McDonald","Joshua Heintzeman","MNL16","MN","16","L"
"Mike Nelson","Joshua Heintzeman","MNL16","MN","16","L"
"Rob Ecklund","John Persell","MNL16","MN","16","L"
"Linda Runbeck","Joe Atkins","MNL16","MN","16","L"
"Joe Hoppe","Jim Nash","MNL16","MN","16","L"
"Roz Peterson","Jim Nash","MNL16","MN","16","L"
"Rob Ecklund","Jerry Newton","MNL16","MN","16","L"
"Debra Hilstrom","Jerry Newton","MNL16","MN","16","L"
"Rick Hansen","Jerry Newton","MNL16","MN","16","L"
"Bob Barrett","Jerry Newton","MNL16","MN","16","L"
"Cheryl Youakim","Jeff Howe","MNL16","MN","16","L"
"Dave Baker","Jeff Howe","MNL16","MN","16","L"
"Tom Hackbarth","Glenn Gruenhagen","MNL16","MN","16","L"
"Dennis McNamara","Duane Quam","MNL16","MN","16","L"
"Joe McDonald","Dean Urdahl","MNL16","MN","16","L"
"Karen Clark","Connie Bernardy","MNL16","MN","16","L"
"Mark Uglem","Connie Bernardy","MNL16","MN","16","L"
"Brian Johnson","Cindy Pugh","MNL16","MN","16","L"
"Nels Pierson","Cindy Pugh","MNL16","MN","16","L"
"Mike Nelson","Cindy Pugh","MNL16","MN","16","L"
"Mike Freiberg","Anna Wills","MNL16","MN","16","L"
"Joe Atkins","Anna Wills","MNL16","MN","16","L"
"Cindy Pugh","Anna Wills","MNL16","MN","16","L"
"Bud Nornes","Tim Sanders","MNL16","MN","16","L"
"Jim Nash","Tim Sanders","MNL16","MN","16","L"
"Joshua Heintzeman","Tama Theis","MNL16","MN","16","L"
"Linda Slocum","Roz Peterson","MNL16","MN","16","L"
"Chris Swedzinski","Roz Peterson","MNL16","MN","16","L"
"Bob Barrett","Roz Peterson","MNL16","MN","16","L"
"Connie Bernardy","Roz Peterson","MNL16","MN","16","L"
"Dale Lueck","Roz Peterson","MNL16","MN","16","L"
"Frank Hornstein","Pat Garofalo","MNL16","MN","16","L"
"Joshua Heintzeman","Pat Garofalo","MNL16","MN","16","L"
"Jennifer Schultz","Mary Franson","MNL16","MN","16","L"
"Paul Marquart","Mary Franson","MNL16","MN","16","L"
"Bud Nornes","Mary Franson","MNL16","MN","16","L"
"Peggy Bennett","Mark Uglem","MNL16","MN","16","L"
"Joe Mullery","Mark Uglem","MNL16","MN","16","L"
"Dennis McNamara","Jeff Backer","MNL16","MN","16","L"
"Tama Theis","Jeff Backer","MNL16","MN","16","L"
"Linda Slocum","Gregory Davids","MNL16","MN","16","L"
"Chris Swedzinski","Gregory Davids","MNL16","MN","16","L"
"Joe Hoppe","Gregory Davids","MNL16","MN","16","L"
"Tony Albright","Dave Baker","MNL16","MN","16","L"
"Chris Swedzinski","Dan Fabian","MNL16","MN","16","L"
"Eric Lucero","Dale Lueck","MNL16","MN","16","L"
"Joshua Heintzeman","Bob Gunther","MNL16","MN","16","L"
"Paul Torkelson","Bob Dettmer","MNL16","MN","16","L"
"John Lesch","Bob Dettmer","MNL16","MN","16","L"
"Sondra Erickson","Bob Dettmer","MNL16","MN","16","L"
"Matthew Dean","Tom Hackbarth","MNL16","MN","16","L"
"Jim Nash","Tom Hackbarth","MNL16","MN","16","L"
"Tom Hackbarth","Rob Ecklund","MNL16","MN","16","L"
"Frank Hornstein","Rob Ecklund","MNL16","MN","16","L"
"Rick Hansen","Rob Ecklund","MNL16","MN","16","L"
"Alice Hausman","Rob Ecklund","MNL16","MN","16","L"
"Tom Hackbarth","Tony Cornish","MNL16","MN","16","L"
"Jeff Howe","Tony Cornish","MNL16","MN","16","L"
"Chris Swedzinski","Linda Slocum","MNL16","MN","16","L"
"Rod Hamilton","Linda Slocum","MNL16","MN","16","L"
"Bud Nornes","John Petersburg","MNL16","MN","16","L"
"Nels Pierson","John Petersburg","MNL16","MN","16","L"
"Rob Ecklund","Erik Simonson","MNL16","MN","16","L"
"Ann Lenczewski","Erik Simonson","MNL16","MN","16","L"
"Bob Barrett","Erik Simonson","MNL16","MN","16","L"
"Steve Drazkowski","Chris Swedzinski","MNL16","MN","16","L"
"Tim Sanders","Chris Swedzinski","MNL16","MN","16","L"
"Rob Ecklund","Marion O'Neill","MNL16","MN","16","L"
"Raymond Dehn","Marion O'Neill","MNL16","MN","16","L"
"Peggy Bennett","Marion O'Neill","MNL16","MN","16","L"
"Tom Hackbarth","Jack Considine","MNL16","MN","16","L"
"Paul Anderson","Jack Considine","MNL16","MN","16","L"
"Bud Nornes","Jack Considine","MNL16","MN","16","L"
"Tim Kelly","Paul Thissen","MNL16","MN","16","L"
"Phyllis Kahn","Paul Thissen","MNL16","MN","16","L"
"Frank Hornstein","Rick Hansen","MNL16","MN","16","L"
"Jon Koznick","Rick Hansen","MNL16","MN","16","L"
"Jim Knoblach","Rick Hansen","MNL16","MN","16","L"
"Rick Hansen","Dennis McNamara","MNL16","MN","16","L"
"Sondra Erickson","Jennifer Schultz","MNL16","MN","16","L"
"John Lesch","Raymond Dehn","MNL16","MN","16","L"
"Mary Franson","Raymond Dehn","MNL16","MN","16","L"
"Tim Kelly","Rena Moran","MNL16","MN","16","L"
"Tim Sanders","Rena Moran","MNL16","MN","16","L"
"Tim Sanders","Jon Koznick","MNL16","MN","16","L"
"Ryan Winkler","Jon Applebaum","MNL16","MN","16","L"
"Karen Clark","Jon Applebaum","MNL16","MN","16","L"
"Jeff Backer","Joe McDonald","MNL16","MN","16","L"
"Frank Hornstein","David Bly","MNL16","MN","16","L"
"Paul Thissen","David Bly","MNL16","MN","16","L"
"Dennis McNamara","David Bly","MNL16","MN","16","L"
"Bob Barrett","David Bly","MNL16","MN","16","L"
"Dan Schoen","David Bly","MNL16","MN","16","L"
"Brian Daniels","David Bly","MNL16","MN","16","L"
"Melissa Hortman","David Bly","MNL16","MN","16","L"
"Joe Atkins","David Bly","MNL16","MN","16","L"
"Dennis Smith","Dave Pinto","MNL16","MN","16","L"
"Mary Murphy","Ann Lenczewski","MNL16","MN","16","L"
"Tim Mahoney","Ann Lenczewski","MNL16","MN","16","L"
"Joe Schomacker","Alice Hausman","MNL16","MN","16","L"
"Kim Norton","Alice Hausman","MNL16","MN","16","L"
"Dean Urdahl","Alice Hausman","MNL16","MN","16","L"
"Tim Miller","Paul Anderson","MNL16","MN","16","L"
"Joe McDonald","Jeanne Poppe","MNL16","MN","16","L"
"Dan Fabian","Jeanne Poppe","MNL16","MN","16","L"
"Jack Considine","Clark Johnson","MNL16","MN","16","L"
"Paul Marquart","Clark Johnson","MNL16","MN","16","L"
"Tony Albright","Clark Johnson","MNL16","MN","16","L"
"Tom Hackbarth","Bud Nornes","MNL16","MN","16","L"
"Chris Swedzinski","Bud Nornes","MNL16","MN","16","L"
"Peggy Bennett","Bud Nornes","MNL16","MN","16","L"
"Pat Garofalo","Bud Nornes","MNL16","MN","16","L"
"Paul Anderson","Steve Drazkowski","MNL16","MN","16","L"
"Jerry Hertaus","Steve Drazkowski","MNL16","MN","16","L"
"Glenn Gruenhagen","Steve Drazkowski","MNL16","MN","16","L"
"Jerry Newton","Susan Allen","MNL16","MN","16","L"
"Dennis Smith","Mark Anderson","MNL16","MN","16","L"
"Tony Albright","Jerry Hertaus","MNL16","MN","16","L"
"Frank Hornstein","Barb Yarusso","MNL16","MN","16","L"
"Ryan Winkler","Barb Yarusso","MNL16","MN","16","L"
"Mike Freiberg","Barb Yarusso","MNL16","MN","16","L"
"Kim Norton","Barb Yarusso","MNL16","MN","16","L"
"Jim Knoblach","Tim Miller","MNL16","MN","16","L"
"Bob Gunther","Tim Kelly","MNL16","MN","16","L"
"Bob Dettmer","Peggy Bennett","MNL16","MN","16","L"
"Jon Koznick","Nels Pierson","MNL16","MN","16","L"
"Paul Anderson","Nels Pierson","MNL16","MN","16","L"
"Steve Drazkowski","Nels Pierson","MNL16","MN","16","L"
"Jason Isaacson","Nels Pierson","MNL16","MN","16","L"
"Bob Gunther","Nels Pierson","MNL16","MN","16","L"
"Jim Nash","Joyce Peppin","MNL16","MN","16","L"
"Tony Cornish","Jim Knoblach","MNL16","MN","16","L"
"Frank Hornstein","Jim Knoblach","MNL16","MN","16","L"
"Pat Garofalo","Jim Knoblach","MNL16","MN","16","L"
"Tony Cornish","Eric Lucero","MNL16","MN","16","L"
"Brian Johnson","Eric Lucero","MNL16","MN","16","L"
"Mark Anderson","Eric Lucero","MNL16","MN","16","L"
"Linda Runbeck","Eric Lucero","MNL16","MN","16","L"
"Bob Vogel","Eric Lucero","MNL16","MN","16","L"
"Duane Quam","Eric Lucero","MNL16","MN","16","L"
"Dave Pinto","Dennis Smith","MNL16","MN","16","L"
"Sondra Erickson","Carlos Mariani","MNL16","MN","16","L"
"Debra Hilstrom","Peggy Flanagan","MNL16","MN","16","L"
"Alice Hausman","Peggy Flanagan","MNL16","MN","16","L"
"Cheryl Youakim","Peggy Flanagan","MNL16","MN","16","L"
"Peggy Bennett","Bob Barrett","MNL16","MN","16","L"
"Bob Dettmer","Joe Hoppe","MNL16","MN","16","L"
"Tom Hackbarth","Tony Albright","MNL16","MN","16","L"
"Jennifer Schultz","Tony Albright","MNL16","MN","16","L"
"Sarah Anderson","Tony Albright","MNL16","MN","16","L"
"Gregory Davids","Tony Albright","MNL16","MN","16","L"
"Paul Thissen","Dan Schoen","MNL16","MN","16","L"
"Raymond Dehn","Dan Schoen","MNL16","MN","16","L"
"Rod Hamilton","Dan Schoen","MNL16","MN","16","L"
"Tim Sanders","Dan Schoen","MNL16","MN","16","L"
"Jason Metsa","Ben Lien","MNL16","MN","16","L"
"Mary Franson","Ben Lien","MNL16","MN","16","L"
"Ryan Winkler","JoAnn Ward","MNL16","MN","16","L"
"Karen Clark","JoAnn Ward","MNL16","MN","16","L"
"Cheryl Youakim","JoAnn Ward","MNL16","MN","16","L"
"Rod Hamilton","Brian Daniels","MNL16","MN","16","L"
"Ann Lenczewski","Ron Erhardt","MNL16","MN","16","L"
"Peggy Bennett","Ron Erhardt","MNL16","MN","16","L"
"Sheldon Johnson","Ron Erhardt","MNL16","MN","16","L"
"Laurie Halverson","Ron Erhardt","MNL16","MN","16","L"
"Cheryl Youakim","Ron Erhardt","MNL16","MN","16","L"
"Kim Norton","Ron Erhardt","MNL16","MN","16","L"
"John Persell","Ron Erhardt","MNL16","MN","16","L"
"Ron Kresha","Paul Torkelson","MNL16","MN","16","L"
"Glenn Gruenhagen","Abigail Whelan","MNL16","MN","16","L"
"Jack Considine","Tim Mahoney","MNL16","MN","16","L"
"Rick Hansen","Tim Mahoney","MNL16","MN","16","L"
"Bob Gunther","Tim Mahoney","MNL16","MN","16","L"
"Joe Hoppe","Sheldon Johnson","MNL16","MN","16","L"
"Cheryl Youakim","Sheldon Johnson","MNL16","MN","16","L"
"Frank Hornstein","Phyllis Kahn","MNL16","MN","16","L"
"Rick Hansen","Phyllis Kahn","MNL16","MN","16","L"
"Erin Murphy","Phyllis Kahn","MNL16","MN","16","L"
"Jim Newberger","Phyllis Kahn","MNL16","MN","16","L"
"Anna Wills","Phyllis Kahn","MNL16","MN","16","L"
"Ryan Winkler","Melissa Hortman","MNL16","MN","16","L"
"Tony Cornish","Leon Lillie","MNL16","MN","16","L"
"Jim Knoblach","Leon Lillie","MNL16","MN","16","L"
"Paul Anderson","Rod Hamilton","MNL16","MN","16","L"
"Debra Hilstrom","Karen Clark","MNL16","MN","16","L"
"Rena Moran","Karen Clark","MNL16","MN","16","L"
"Jean Wagenius","Karen Clark","MNL16","MN","16","L"
"Jim Knoblach","Karen Clark","MNL16","MN","16","L"
"Joe Schomacker","Karen Clark","MNL16","MN","16","L"
"Kim Norton","Karen Clark","MNL16","MN","16","L"
"John Persell","Karen Clark","MNL16","MN","16","L"
"Rick Hansen","Erin Murphy","MNL16","MN","16","L"
"Leon Lillie","Erin Murphy","MNL16","MN","16","L"
"Bud Nornes","Gene Pelowski","MNL16","MN","16","L"
"Debra Hilstrom","Mike Nelson","MNL16","MN","16","L"
"Alice Hausman","Mike Nelson","MNL16","MN","16","L"
"Mike Freiberg","Mike Nelson","MNL16","MN","16","L"
"Jim Nash","Mike Nelson","MNL16","MN","16","L"
"Cindy Pugh","Mike Nelson","MNL16","MN","16","L"
"Kurt Daudt","Linda Runbeck","MNL16","MN","16","L"
"Frank Hornstein","Linda Runbeck","MNL16","MN","16","L"
"Ann Lenczewski","Laurie Halverson","MNL16","MN","16","L"
"Ryan Winkler","Laurie Halverson","MNL16","MN","16","L"
"Melissa Hortman","Laurie Halverson","MNL16","MN","16","L"
"Tim Sanders","Laurie Halverson","MNL16","MN","16","L"
"Paul Marquart","Cheryl Youakim","MNL16","MN","16","L"
"Peggy Flanagan","Cheryl Youakim","MNL16","MN","16","L"
"Tony Cornish","Nick Zerwas","MNL16","MN","16","L"
"Raymond Dehn","Nick Zerwas","MNL16","MN","16","L"
"Nels Pierson","Nick Zerwas","MNL16","MN","16","L"
"Tony Albright","Nick Zerwas","MNL16","MN","16","L"
"Kathy Lohmer","Matthew Dean","MNL16","MN","16","L"
"Connie Bernardy","Kathy Lohmer","MNL16","MN","16","L"
"Pat Garofalo","Kathy Lohmer","MNL16","MN","16","L"
"Rena Moran","Jenifer Loon","MNL16","MN","16","L"
"Jim Nash","Jenifer Loon","MNL16","MN","16","L"
"Steve Drazkowski","Jason Rarick","MNL16","MN","16","L"
"Mark Anderson","Jason Rarick","MNL16","MN","16","L"
"Tony Albright","Bob Vogel","MNL16","MN","16","L"
"Frank Hornstein","Bob Loonan","MNL16","MN","16","L"
"Kelly Fenton","Bob Loonan","MNL16","MN","16","L"
"Tom Anzelc","Bob Loonan","MNL16","MN","16","L"
"Dale Lueck","Tom Anzelc","MNL16","MN","16","L"
"Tom Hackbarth","Jason Metsa","MNL16","MN","16","L"
"Rob Ecklund","Jason Metsa","MNL16","MN","16","L"
"Rick Hansen","Jason Metsa","MNL16","MN","16","L"
"Carly Melin","Jason Metsa","MNL16","MN","16","L"
"David Bly","David Dill","MNL16","MN","16","L"
"Ann Lenczewski","David Dill","MNL16","MN","16","L"
"Dale Lueck","David Dill","MNL16","MN","16","L"
"Tom Hackbarth","Carly Melin","MNL16","MN","16","L"
"Dale Lueck","Carly Melin","MNL16","MN","16","L"
"John Petersburg","Tina Liebling","MNL16","MN","16","L"
"Mike Nelson","Tina Liebling","MNL16","MN","16","L"
"Marion O'Neill","Kim Norton","MNL16","MN","16","L"
"Rena Moran","Kim Norton","MNL16","MN","16","L"
"Alice Hausman","Kim Norton","MNL16","MN","16","L"
"Carlos Mariani","Kim Norton","MNL16","MN","16","L"
"Paul Thissen","Jim Davnie","MNL16","MN","16","L"
"Jerry Newton","Jim Davnie","MNL16","MN","16","L"
"Raymond Dehn","Diane Loeffler","MNL16","MN","16","L"
"Alice Hausman","Diane Loeffler","MNL16","MN","16","L"
"Tim Kelly","Diane Loeffler","MNL16","MN","16","L"
"Bob Vogel","Diane Loeffler","MNL16","MN","16","L"
"Alice Hausman","Yvonne Selcer","MNL16","MN","16","L"
"Ryan Winkler","Yvonne Selcer","MNL16","MN","16","L"
"Mike Freiberg","Yvonne Selcer","MNL16","MN","16","L"
"Glenn Gruenhagen","Yvonne Selcer","MNL16","MN","16","L"
"Dave Baker","Yvonne Selcer","MNL16","MN","16","L"
"Peggy Flanagan","Tim O'Driscoll","MNL16","MN","16","L"
"Tom Anzelc","Tim O'Driscoll","MNL16","MN","16","L"
"Yvonne Selcer","Tim O'Driscoll","MNL16","MN","16","L"
"Jeff Howe","Tim O'Driscoll","MNL16","MN","16","L"
"Peggy Bennett","Sondra Erickson","MNL16","MN","16","L"
"Debra Hilstrom","Sandra Masin","MNL16","MN","16","L"
"Mike Freiberg","Sandra Masin","MNL16","MN","16","L"
"Chris Swedzinski","Peggy Scott","MNL16","MN","16","L"
"Sondra Erickson","Peggy Scott","MNL16","MN","16","L"
"Chris Swedzinski","Paul Rosenthal","MNL16","MN","16","L"
"Raymond Dehn","Paul Rosenthal","MNL16","MN","16","L"
